tanggal,lokasi,parameter,nilai,satuan
2025-02-01,Gedung_C,Water,295.23,L
2025-02-01,Gedung_C,CO2,879.52,ppm
2025-02-01,Gedung_C,Waste,48.21,kg
2025-02-01,Gedung_D,Energy,236.19,kWh
2025-02-01,Gedung_D,Water,1192.49,L
2025-02-01,Gedung_D,CO2,826.88,ppm
2025-02-01,Gedung_D,Waste,11.98,kg
2025-02-01,Gedung_E,Energy,227.23,kWh
2025-02-01,Gedung_E,Water,449.68,L
2025-02-01,Gedung_E,CO2,741.27,ppm
2025-02-01,Gedung_E,Waste,50.57,kg
2025-02-01,Gedung_F,Energy,209.45,kWh
2025-02-01,Gedung_F,Water,876.23,L
2025-02-01,Gedung_F,CO2,619.2,ppm
2025-02-01,Gedung_F,Waste,36.76,kg
2025-02-01,Gedung_G,Energy,125.68,kWh
2025-02-01,Gedung_G,Water,614.23,L
2025-02-01,Gedung_G,CO2,598.6,ppm
2025-02-01,Gedung_G,Waste,39.85,kg
2025-02-01,Gedung_H,Energy,229.62,kWh
2025-02-01,Gedung_H,Water,293.09,L
2025-02-01,Gedung_H,CO2,633.59,ppm
2025-02-01,Gedung_H,Waste,20.3,kg
2025-02-01,Gedung_I,Energy,239.18,kWh
2025-02-01,Gedung_I,Water,569.07,L
2025-02-01,Gedung_I,CO2,872.64,ppm
2025-02-01,Gedung_I,Waste,23.0,kg
2025-02-01,Gedung_J,Energy,80.42,kWh
2025-02-01,Gedung_J,Water,974.14,L
2025-02-01,Gedung_J,CO2,753.0,ppm
2025-02-01,Gedung_J,Waste,45.2,kg
2025-02-01,Gedung_K,Energy,157.94,kWh
2025-02-01,Gedung_K,Water,864.14,L
2025-02-01,Gedung_K,CO2,547.02,ppm
2025-02-01,Gedung_K,Waste,8.48,kg
2025-02-01,Gedung_L,Energy,170.85,kWh
2025-02-01,Gedung_L,Water,417.83,L
2025-02-01,Gedung_L,CO2,586.3,ppm
2025-02-01,Gedung_L,Waste,16.65,kg
2025-02-01,Gedung_M,Energy,125.65,kWh
2025-02-01,Gedung_M,Water,1028.34,L
2025-02-01,Gedung_M,CO2,535.77,ppm
2025-02-01,Gedung_M,Waste,36.79,kg
2025-02-01,Gedung_N,Energy,176.24,kWh
2025-02-01,Gedung_N,Water,685.34,L
2025-02-01,Gedung_N,CO2,539.06,ppm
2025-02-01,Gedung_N,Waste,42.54,kg
2025-02-01,Gedung_O,Energy,88.23,kWh
2025-02-01,Gedung_O,Water,299.57,L
2025-02-01,Gedung_O,CO2,781.14,ppm
2025-02-01,Gedung_O,Waste,30.28,kg
2025-02-01,Gedung_P,Energy,101.12,kWh
2025-02-01,Gedung_P,Water,1057.65,L
2025-02-01,Gedung_P,CO2,592.71,ppm
2025-02-01,Gedung_P,Waste,5.04,kg
2025-02-01,Gedung_Q,Energy,242.87,kWh
2025-02-01,Gedung_Q,Water,402.32,L
2025-02-01,Gedung_Q,CO2,728.73,ppm
2025-02-01,Gedung_Q,Waste,12.26,kg
2025-02-01,Gedung_R,Energy,190.5,kWh
2025-02-01,Gedung_R,Water,358.98,L
2025-02-01,Gedung_R,CO2,863.0,ppm
2025-02-01,Gedung_R,Waste,20.07,kg
2025-02-01,Gedung_S,Energy,191.28,kWh
2025-02-01,Gedung_S,Water,450.39,L
2025-02-01,Gedung_S,CO2,554.51,ppm
2025-02-01,Gedung_S,Waste,54.71,kg
2025-02-01,Gedung_T,Energy,108.14,kWh
2025-02-01,Gedung_T,Water,596.34,L
2025-02-01,Gedung_T,CO2,518.03,ppm
2025-02-01,Gedung_T,Waste,43.47,kg
2025-02-02,Gedung_A,Energy,119.8,kWh
2025-02-02,Gedung_A,Water,855.49,L
2025-02-02,Gedung_A,CO2,737.03,ppm
2025-02-02,Gedung_A,Waste,5.06,kg
2025-02-02,Gedung_B,Energy,161.06,kWh
2025-02-02,Gedung_B,Water,332.7,L
2025-02-02,Gedung_B,CO2,474.4,ppm
2025-02-02,Gedung_B,Waste,42.4,kg
2025-02-02,Gedung_C,Energy,81.58,kWh
2025-02-02,Gedung_C,Water,895.6,L
2025-02-02,Gedung_C,CO2,799.41,ppm
2025-02-02,Gedung_C,Waste,59.35,kg
2025-02-02,Gedung_D,Energy,151.79,kWh
2025-02-02,Gedung_D,Water,332.18,L
2025-02-02,Gedung_D,CO2,388.96,ppm
2025-02-02,Gedung_D,Waste,26.07,kg
2025-02-02,Gedung_E,Energy,204.23,kWh
2025-02-02,Gedung_E,Water,302.43,L
2025-02-02,Gedung_E,CO2,522.34,ppm
2025-02-02,Gedung_E,Waste,53.45,kg
2025-02-02,Gedung_F,Energy,103.31,kWh
2025-02-02,Gedung_F,Water,973.46,L
2025-02-02,Gedung_F,CO2,764.24,ppm
2025-02-02,Gedung_F,Waste,12.32,kg
2025-02-02,Gedung_G,Energy,248.8,kWh
2025-02-02,Gedung_G,Water,342.85,L
2025-02-02,Gedung_G,CO2,641.78,ppm
2025-02-02,Gedung_G,Waste,5.47,kg
2025-02-02,Gedung_H,Energy,190.5,kWh
2025-02-02,Gedung_H,Water,640.1,L
2025-02-02,Gedung_H,CO2,747.34,ppm
2025-02-02,Gedung_H,Waste,39.54,kg
2025-02-02,Gedung_I,Energy,105.73,kWh
2025-02-02,Gedung_I,Water,611.71,L
2025-02-02,Gedung_I,CO2,727.61,ppm
2025-02-02,Gedung_I,Waste,52.3,kg
2025-02-02,Gedung_J,Energy,94.74,kWh
2025-02-02,Gedung_J,Water,300.47,L
2025-02-02,Gedung_J,CO2,763.85,ppm
2025-02-02,Gedung_J,Waste,37.43,kg
2025-02-02,Gedung_K,Energy,145.29,kWh
2025-02-02,Gedung_K,Water,1163.25,L
2025-02-02,Gedung_K,CO2,522.98,ppm
2025-02-02,Gedung_K,Waste,12.69,kg
2025-02-02,Gedung_L,Energy,127.08,kWh
2025-02-02,Gedung_L,Water,284.25,L
2025-02-02,Gedung_L,CO2,654.37,ppm
2025-02-02,Gedung_L,Waste,38.0,kg
2025-02-02,Gedung_M,Energy,183.29,kWh
2025-02-02,Gedung_M,Water,978.97,L
2025-02-02,Gedung_M,CO2,729.76,ppm
2025-02-02,Gedung_M,Waste,51.63,kg
2025-02-02,Gedung_N,Energy,191.93,kWh
2025-02-02,Gedung_N,Water,501.65,L
2025-02-02,Gedung_N,CO2,634.76,ppm
2025-02-02,Gedung_N,Waste,33.02,kg
2025-02-02,Gedung_O,Energy,207.13,kWh
2025-02-02,Gedung_O,Water,495.54,L
2025-02-02,Gedung_O,CO2,380.01,ppm
2025-02-02,Gedung_O,Waste,54.39,kg
2025-02-02,Gedung_P,Energy,242.29,kWh
2025-02-02,Gedung_P,Water,694.89,L
2025-02-02,Gedung_P,CO2,412.01,ppm
2025-02-02,Gedung_P,Waste,32.48,kg
2025-02-02,Gedung_Q,Energy,180.97,kWh
2025-02-02,Gedung_Q,Water,728.29,L
2025-02-02,Gedung_Q,CO2,887.73,ppm
2025-02-02,Gedung_Q,Waste,59.28,kg
2025-02-02,Gedung_R,Energy,238.77,kWh
2025-02-02,Gedung_R,Water,331.98,L
2025-02-02,Gedung_R,CO2,823.45,ppm
2025-02-02,Gedung_R,Waste,36.26,kg
2025-02-02,Gedung_S,Energy,142.12,kWh
2025-02-02,Gedung_S,Water,882.94,L
2025-02-02,Gedung_S,CO2,769.5,ppm
2025-02-02,Gedung_S,Waste,57.49,kg
2025-02-02,Gedung_T,Energy,210.96,kWh
2025-02-02,Gedung_T,Water,216.69,L
2025-02-02,Gedung_T,CO2,387.14,ppm
2025-02-02,Gedung_T,Waste,19.42,kg
2025-02-03,Gedung_A,Energy,86.77,kWh
2025-02-03,Gedung_A,Water,260.47,L
2025-02-03,Gedung_A,CO2,784.11,ppm
2025-02-03,Gedung_A,Waste,32.86,kg
2025-02-03,Gedung_B,Energy,186.86,kWh
2025-02-03,Gedung_B,Water,701.05,L
2025-02-03,Gedung_B,CO2,578.49,ppm
2025-02-03,Gedung_B,Waste,43.6,kg
2025-02-03,Gedung_C,Energy,94.01,kWh
2025-02-03,Gedung_C,Water,736.56,L
2025-02-03,Gedung_C,CO2,688.83,ppm
2025-02-03,Gedung_C,Waste,20.26,kg
2025-02-03,Gedung_D,Energy,132.68,kWh
2025-02-03,Gedung_D,Water,711.3,L
2025-02-03,Gedung_D,CO2,461.76,ppm
2025-02-03,Gedung_D,Waste,49.44,kg
2025-02-03,Gedung_E,Energy,171.19,kWh
2025-02-03,Gedung_E,Water,590.73,L
2025-02-03,Gedung_E,CO2,698.86,ppm
2025-02-03,Gedung_E,Waste,50.9,kg
2025-02-03,Gedung_F,Energy,195.78,kWh
2025-02-03,Gedung_F,Water,266.12,L
2025-02-03,Gedung_F,CO2,734.27,ppm
2025-02-03,Gedung_F,Waste,45.15,kg
2025-02-03,Gedung_G,Energy,223.9,kWh
2025-02-03,Gedung_G,Water,257.91,L
2025-02-03,Gedung_G,CO2,397.42,ppm
2025-02-03,Gedung_G,Waste,28.9,kg
2025-02-03,Gedung_H,Energy,157.07,kWh
2025-02-03,Gedung_H,Water,808.83,L
2025-02-03,Gedung_H,CO2,520.11,ppm
2025-02-03,Gedung_H,Waste,45.79,kg
2025-02-03,Gedung_I,Energy,205.91,kWh
2025-02-03,Gedung_I,Water,319.44,L
2025-02-03,Gedung_I,CO2,739.35,ppm
2025-02-03,Gedung_I,Waste,43.58,kg
2025-02-03,Gedung_J,Energy,107.85,kWh
2025-02-03,Gedung_J,Water,1153.02,L
2025-02-03,Gedung_J,CO2,637.65,ppm
2025-02-03,Gedung_J,Waste,48.06,kg
2025-02-03,Gedung_K,Energy,202.53,kWh
2025-02-03,Gedung_K,Water,366.96,L
2025-02-03,Gedung_K,CO2,419.81,ppm
2025-02-03,Gedung_K,Waste,47.96,kg
2025-02-03,Gedung_L,Energy,125.69,kWh
2025-02-03,Gedung_L,Water,1086.41,L
2025-02-03,Gedung_L,CO2,774.29,ppm
2025-02-03,Gedung_L,Waste,6.61,kg
2025-02-03,Gedung_M,Energy,217.21,kWh
2025-02-03,Gedung_M,Water,471.98,L
2025-02-03,Gedung_M,CO2,385.13,ppm
2025-02-03,Gedung_M,Waste,44.18,kg
2025-02-03,Gedung_N,Energy,178.03,kWh
2025-02-03,Gedung_N,Water,277.07,L
2025-02-03,Gedung_N,CO2,600.36,ppm
2025-02-03,Gedung_N,Waste,24.81,kg
2025-02-03,Gedung_O,Energy,164.93,kWh
2025-02-03,Gedung_O,Water,766.89,L
2025-02-03,Gedung_O,CO2,552.23,ppm
2025-02-03,Gedung_O,Waste,19.03,kg
2025-02-03,Gedung_P,Energy,97.49,kWh
2025-02-03,Gedung_P,Water,773.91,L
2025-02-03,Gedung_P,CO2,747.53,ppm
2025-02-03,Gedung_P,Waste,17.56,kg
2025-02-03,Gedung_Q,Energy,166.5,kWh
2025-02-03,Gedung_Q,Water,244.04,L
2025-02-03,Gedung_Q,CO2,824.61,ppm
2025-02-03,Gedung_Q,Waste,18.45,kg
2025-02-03,Gedung_R,Energy,160.2,kWh
2025-02-03,Gedung_R,Water,582.98,L
2025-02-03,Gedung_R,CO2,432.55,ppm
2025-02-03,Gedung_R,Waste,56.21,kg
2025-02-03,Gedung_S,Energy,225.77,kWh
2025-02-03,Gedung_S,Water,752.86,L
2025-02-03,Gedung_S,CO2,852.67,ppm
2025-02-03,Gedung_S,Waste,45.74,kg
2025-02-03,Gedung_T,Energy,151.29,kWh
2025-02-03,Gedung_T,Water,521.8,L
2025-02-03,Gedung_T,CO2,578.94,ppm
2025-02-03,Gedung_T,Waste,44.62,kg
2025-02-04,Gedung_A,Energy,126.11,kWh
2025-02-04,Gedung_A,Water,277.89,L
2025-02-04,Gedung_A,CO2,555.04,ppm
2025-02-04,Gedung_A,Waste,32.61,kg
2025-02-04,Gedung_B,Energy,233.33,kWh
2025-02-04,Gedung_B,Water,379.34,L
2025-02-04,Gedung_B,CO2,792.39,ppm
2025-02-04,Gedung_B,Waste,58.98,kg
2025-02-04,Gedung_C,Energy,242.19,kWh
2025-02-04,Gedung_C,Water,268.93,L
2025-02-04,Gedung_C,CO2,605.8,ppm
2025-02-04,Gedung_C,Waste,20.53,kg
2025-02-04,Gedung_D,Energy,223.62,kWh
2025-02-04,Gedung_D,Water,527.3,L
2025-02-04,Gedung_D,CO2,654.2,ppm
2025-02-04,Gedung_D,Waste,5.44,kg
2025-02-04,Gedung_E,Energy,114.11,kWh
2025-02-04,Gedung_E,Water,763.81,L
2025-02-04,Gedung_E,CO2,517.15,ppm
2025-02-04,Gedung_E,Waste,39.25,kg
2025-02-04,Gedung_F,Energy,158.87,kWh
2025-02-04,Gedung_F,Water,791.69,L
2025-02-04,Gedung_F,CO2,621.35,ppm
2025-02-04,Gedung_F,Waste,47.49,kg
2025-02-04,Gedung_G,Energy,113.22,kWh
2025-02-04,Gedung_G,Water,1100.44,L
2025-02-04,Gedung_G,CO2,768.27,ppm
2025-02-04,Gedung_G,Waste,18.48,kg
2025-02-04,Gedung_H,Energy,81.08,kWh
2025-02-04,Gedung_H,Water,610.04,L
2025-02-04,Gedung_H,CO2,478.15,ppm
2025-02-04,Gedung_H,Waste,24.05,kg
2025-02-04,Gedung_I,Energy,222.73,kWh
2025-02-04,Gedung_I,Water,1077.2,L
2025-02-04,Gedung_I,CO2,873.04,ppm
2025-02-04,Gedung_I,Waste,5.08,kg
2025-02-04,Gedung_J,Energy,191.74,kWh
2025-02-04,Gedung_J,Water,1049.01,L
2025-02-04,Gedung_J,CO2,749.97,ppm
2025-02-04,Gedung_J,Waste,10.72,kg
2025-02-04,Gedung_K,Energy,170.07,kWh
2025-02-04,Gedung_K,Water,438.17,L
2025-02-04,Gedung_K,CO2,620.62,ppm
2025-02-04,Gedung_K,Waste,8.29,kg
2025-02-04,Gedung_L,Energy,249.48,kWh
2025-02-04,Gedung_L,Water,911.65,L
2025-02-04,Gedung_L,CO2,401.16,ppm
2025-02-04,Gedung_L,Waste,55.67,kg
2025-02-04,Gedung_M,Energy,232.54,kWh
2025-02-04,Gedung_M,Water,719.76,L
2025-02-04,Gedung_M,CO2,735.47,ppm
2025-02-04,Gedung_M,Waste,25.49,kg
2025-02-04,Gedung_N,Energy,245.67,kWh
2025-02-04,Gedung_N,Water,284.9,L
2025-02-04,Gedung_N,CO2,402.57,ppm
2025-02-04,Gedung_N,Waste,12.34,kg
2025-02-04,Gedung_O,Energy,219.39,kWh
2025-02-04,Gedung_O,Water,274.83,L
2025-02-04,Gedung_O,CO2,662.3,ppm
2025-02-04,Gedung_O,Waste,28.92,kg
2025-02-04,Gedung_P,Energy,243.92,kWh
2025-02-04,Gedung_P,Water,436.77,L
2025-02-04,Gedung_P,CO2,493.55,ppm
2025-02-04,Gedung_P,Waste,22.33,kg
2025-02-04,Gedung_Q,Energy,216.14,kWh
2025-02-04,Gedung_Q,Water,900.73,L
2025-02-04,Gedung_Q,CO2,754.44,ppm
2025-02-04,Gedung_Q,Waste,22.49,kg
2025-02-04,Gedung_R,Energy,126.23,kWh
2025-02-04,Gedung_R,Water,274.69,L
2025-02-04,Gedung_R,CO2,461.49,ppm
2025-02-04,Gedung_R,Waste,47.9,kg
2025-02-04,Gedung_S,Energy,179.4,kWh
2025-02-04,Gedung_S,Water,355.41,L
2025-02-04,Gedung_S,CO2,440.41,ppm
2025-02-04,Gedung_S,Waste,30.63,kg
2025-02-04,Gedung_T,Energy,149.11,kWh
2025-02-04,Gedung_T,Water,735.92,L
2025-02-04,Gedung_T,CO2,880.55,ppm
2025-02-04,Gedung_T,Waste,16.42,kg
2025-02-05,Gedung_A,Energy,132.41,kWh
2025-02-05,Gedung_A,Water,465.01,L
2025-02-05,Gedung_A,CO2,415.95,ppm
2025-02-05,Gedung_A,Waste,13.67,kg
2025-02-05,Gedung_B,Energy,196.63,kWh
2025-02-05,Gedung_B,Water,1026.39,L
2025-02-05,Gedung_B,CO2,733.28,ppm
2025-02-05,Gedung_B,Waste,7.22,kg
2025-02-05,Gedung_C,Energy,222.11,kWh
2025-02-05,Gedung_C,Water,527.79,L
2025-02-05,Gedung_C,CO2,400.17,ppm
2025-02-05,Gedung_C,Waste,18.65,kg
2025-02-05,Gedung_D,Energy,140.48,kWh
2025-02-05,Gedung_D,Water,713.46,L
2025-02-05,Gedung_D,CO2,722.45,ppm
2025-02-05,Gedung_D,Waste,19.31,kg
2025-02-05,Gedung_E,Energy,248.42,kWh
2025-02-05,Gedung_E,Water,231.08,L
2025-02-05,Gedung_E,CO2,572.42,ppm
2025-02-05,Gedung_E,Waste,29.87,kg
2025-02-05,Gedung_F,Energy,207.17,kWh
2025-02-05,Gedung_F,Water,449.85,L
2025-02-05,Gedung_F,CO2,604.12,ppm
2025-02-05,Gedung_F,Waste,49.21,kg
2025-02-05,Gedung_G,Energy,103.76,kWh
2025-02-05,Gedung_G,Water,211.96,L
2025-02-05,Gedung_G,CO2,806.7,ppm
2025-02-05,Gedung_G,Waste,59.04,kg
2025-02-05,Gedung_H,Energy,102.22,kWh
2025-02-05,Gedung_H,Water,1023.67,L
2025-02-05,Gedung_H,CO2,554.73,ppm
2025-02-05,Gedung_H,Waste,39.67,kg
2025-02-05,Gedung_I,Energy,189.6,kWh
2025-02-05,Gedung_I,Water,782.32,L
2025-02-05,Gedung_I,CO2,492.35,ppm
2025-02-05,Gedung_I,Waste,49.7,kg
2025-02-05,Gedung_J,Energy,83.71,kWh
2025-02-05,Gedung_J,Water,264.47,L
2025-02-05,Gedung_J,CO2,846.37,ppm
2025-02-05,Gedung_J,Waste,29.39,kg
2025-02-05,Gedung_K,Energy,101.89,kWh
2025-02-05,Gedung_K,Water,1105.08,L
2025-02-05,Gedung_K,CO2,806.15,ppm
2025-02-05,Gedung_K,Waste,23.24,kg
2025-02-05,Gedung_L,Energy,87.26,kWh
2025-02-05,Gedung_L,Water,660.99,L
2025-02-05,Gedung_L,CO2,442.39,ppm
2025-02-05,Gedung_L,Waste,36.56,kg
2025-02-05,Gedung_M,Energy,219.69,kWh
2025-02-05,Gedung_M,Water,595.0,L
2025-02-05,Gedung_M,CO2,366.22,ppm
2025-02-05,Gedung_M,Waste,42.58,kg
2025-02-05,Gedung_N,Energy,109.38,kWh
2025-02-05,Gedung_N,Water,414.72,L
2025-02-05,Gedung_N,CO2,452.93,ppm
2025-02-05,Gedung_N,Waste,20.39,kg
2025-02-05,Gedung_O,Energy,230.18,kWh
2025-02-05,Gedung_O,Water,234.65,L
2025-02-05,Gedung_O,CO2,690.55,ppm
2025-02-05,Gedung_O,Waste,18.52,kg
2025-02-05,Gedung_P,Energy,130.17,kWh
2025-02-05,Gedung_P,Water,611.99,L
2025-02-05,Gedung_P,CO2,652.88,ppm
2025-02-05,Gedung_P,Waste,8.35,kg
2025-02-05,Gedung_Q,Energy,127.56,kWh
2025-02-05,Gedung_Q,Water,337.24,L
2025-02-05,Gedung_Q,CO2,459.7,ppm
2025-02-05,Gedung_Q,Waste,53.66,kg
2025-02-05,Gedung_R,Energy,169.39,kWh
2025-02-05,Gedung_R,Water,830.75,L
2025-02-05,Gedung_R,CO2,791.19,ppm
2025-02-05,Gedung_R,Waste,48.72,kg
2025-02-05,Gedung_S,Energy,248.2,kWh
2025-02-05,Gedung_S,Water,981.92,L
2025-02-05,Gedung_S,CO2,547.51,ppm
2025-02-05,Gedung_S,Waste,34.95,kg
2025-02-05,Gedung_T,Energy,162.4,kWh
2025-02-05,Gedung_T,Water,1112.68,L
2025-02-05,Gedung_T,CO2,626.32,ppm
2025-02-05,Gedung_T,Waste,26.36,kg
2025-02-06,Gedung_A,Energy,110.57,kWh
2025-02-06,Gedung_A,Water,518.88,L
2025-02-06,Gedung_A,CO2,470.46,ppm
2025-02-06,Gedung_A,Waste,54.27,kg
2025-02-06,Gedung_B,Energy,212.35,kWh
2025-02-06,Gedung_B,Water,258.59,L
2025-02-06,Gedung_B,CO2,895.34,ppm
2025-02-06,Gedung_B,Waste,34.12,kg
2025-02-06,Gedung_C,Energy,210.36,kWh
2025-02-06,Gedung_C,Water,1199.61,L
2025-02-06,Gedung_C,CO2,885.69,ppm
2025-02-06,Gedung_C,Waste,10.51,kg
2025-02-06,Gedung_D,Energy,191.67,kWh
2025-02-06,Gedung_D,Water,466.53,L
2025-02-06,Gedung_D,CO2,798.96,ppm
2025-02-06,Gedung_D,Waste,55.45,kg
2025-02-06,Gedung_E,Energy,89.5,kWh
2025-02-06,Gedung_E,Water,1196.39,L
2025-02-06,Gedung_E,CO2,470.68,ppm
2025-02-06,Gedung_E,Waste,51.56,kg
2025-02-06,Gedung_F,Energy,215.56,kWh
2025-02-06,Gedung_F,Water,554.8,L
2025-02-06,Gedung_F,CO2,811.57,ppm
2025-02-06,Gedung_F,Waste,51.49,kg
2025-02-06,Gedung_G,Energy,109.94,kWh
2025-02-06,Gedung_G,Water,792.52,L
2025-02-06,Gedung_G,CO2,793.42,ppm
2025-02-06,Gedung_G,Waste,43.37,kg
2025-02-06,Gedung_H,Energy,235.38,kWh
2025-02-06,Gedung_H,Water,228.21,L
2025-02-06,Gedung_H,CO2,735.31,ppm
2025-02-06,Gedung_H,Waste,57.12,kg
2025-02-06,Gedung_I,Energy,175.81,kWh
2025-02-06,Gedung_I,Water,763.11,L
2025-02-06,Gedung_I,CO2,453.53,ppm
2025-02-06,Gedung_I,Waste,59.34,kg
2025-02-06,Gedung_J,Energy,229.88,kWh
2025-02-06,Gedung_J,Water,692.23,L
2025-02-06,Gedung_J,CO2,519.98,ppm
2025-02-06,Gedung_J,Waste,31.97,kg
2025-02-06,Gedung_K,Energy,95.34,kWh
2025-02-06,Gedung_K,Water,432.62,L
2025-02-06,Gedung_K,CO2,470.34,ppm
2025-02-06,Gedung_K,Waste,33.95,kg
2025-02-06,Gedung_L,Energy,80.12,kWh
2025-02-06,Gedung_L,Water,1117.9,L
2025-02-06,Gedung_L,CO2,460.81,ppm
2025-02-06,Gedung_L,Waste,12.18,kg
2025-02-06,Gedung_M,Energy,201.88,kWh
2025-02-06,Gedung_M,Water,1118.78,L
2025-02-06,Gedung_M,CO2,814.36,ppm
2025-02-06,Gedung_M,Waste,22.8,kg
2025-02-06,Gedung_N,Energy,83.73,kWh
2025-02-06,Gedung_N,Water,786.61,L
2025-02-06,Gedung_N,CO2,854.47,ppm
2025-02-06,Gedung_N,Waste,47.59,kg
2025-02-06,Gedung_O,Energy,223.9,kWh
2025-02-06,Gedung_O,Water,1060.67,L
2025-02-06,Gedung_O,CO2,878.31,ppm
2025-02-06,Gedung_O,Waste,25.55,kg
2025-02-06,Gedung_P,Energy,240.13,kWh
2025-02-06,Gedung_P,Water,595.6,L
2025-02-06,Gedung_P,CO2,405.57,ppm
2025-02-06,Gedung_P,Waste,21.6,kg
2025-02-06,Gedung_Q,Energy,103.2,kWh
2025-02-06,Gedung_Q,Water,357.5,L
2025-02-06,Gedung_Q,CO2,871.78,ppm
2025-02-06,Gedung_Q,Waste,48.55,kg
2025-02-06,Gedung_R,Energy,243.31,kWh
2025-02-06,Gedung_R,Water,849.18,L
2025-02-06,Gedung_R,CO2,445.81,ppm
2025-02-06,Gedung_R,Waste,58.28,kg
2025-02-06,Gedung_S,Energy,197.91,kWh
2025-02-06,Gedung_S,Water,1128.85,L
2025-02-06,Gedung_S,CO2,782.85,ppm
2025-02-06,Gedung_S,Waste,17.28,kg
2025-02-06,Gedung_T,Energy,180.12,kWh
2025-02-06,Gedung_T,Water,375.35,L
2025-02-06,Gedung_T,CO2,518.75,ppm
2025-02-06,Gedung_T,Waste,42.87,kg
2025-02-07,Gedung_A,Energy,101.65,kWh
2025-02-07,Gedung_A,Water,928.83,L
2025-02-07,Gedung_A,CO2,871.83,ppm
2025-02-07,Gedung_A,Waste,57.18,kg
2025-02-07,Gedung_B,Energy,146.57,kWh
2025-02-07,Gedung_B,Water,1194.28,L
2025-02-07,Gedung_B,CO2,880.85,ppm
2025-02-07,Gedung_B,Waste,6.78,kg
2025-02-07,Gedung_C,Energy,182.41,kWh
2025-02-07,Gedung_C,Water,1121.04,L
2025-02-07,Gedung_C,CO2,882.14,ppm
2025-02-07,Gedung_C,Waste,17.15,kg
2025-02-07,Gedung_D,Energy,176.14,kWh
2025-02-07,Gedung_D,Water,1136.69,L
2025-02-07,Gedung_D,CO2,427.35,ppm
2025-02-07,Gedung_D,Waste,45.99,kg
2025-02-07,Gedung_E,Energy,120.46,kWh
2025-02-07,Gedung_E,Water,1182.38,L
2025-02-07,Gedung_E,CO2,442.34,ppm
2025-02-07,Gedung_E,Waste,53.69,kg
2025-02-07,Gedung_F,Energy,95.08,kWh
2025-02-07,Gedung_F,Water,908.97,L
2025-02-07,Gedung_F,CO2,701.51,ppm
2025-02-07,Gedung_F,Waste,53.77,kg
2025-02-07,Gedung_G,Energy,155.93,kWh
2025-02-07,Gedung_G,Water,465.21,L
2025-02-07,Gedung_G,CO2,487.25,ppm
2025-02-07,Gedung_G,Waste,8.73,kg
2025-02-07,Gedung_H,Energy,123.63,kWh
2025-02-07,Gedung_H,Water,308.03,L
2025-02-07,Gedung_H,CO2,350.7,ppm
2025-02-07,Gedung_H,Waste,26.23,kg
2025-02-07,Gedung_I,Energy,204.54,kWh
2025-02-07,Gedung_I,Water,1169.1,L
2025-02-07,Gedung_I,CO2,836.5,ppm
2025-02-07,Gedung_I,Waste,32.12,kg
2025-02-07,Gedung_J,Energy,144.38,kWh
2025-02-07,Gedung_J,Water,746.02,L
2025-02-07,Gedung_J,CO2,405.79,ppm
2025-02-07,Gedung_J,Waste,31.37,kg
2025-02-07,Gedung_K,Energy,226.89,kWh
2025-02-07,Gedung_K,Water,850.97,L
2025-02-07,Gedung_K,CO2,727.94,ppm
2025-02-07,Gedung_K,Waste,13.95,kg
2025-02-07,Gedung_L,Energy,92.53,kWh
2025-02-07,Gedung_L,Water,1045.76,L
2025-02-07,Gedung_L,CO2,512.2,ppm
2025-02-07,Gedung_L,Waste,22.53,kg
2025-02-07,Gedung_M,Energy,241.78,kWh
2025-02-07,Gedung_M,Water,274.2,L
2025-02-07,Gedung_M,CO2,443.56,ppm
2025-02-07,Gedung_M,Waste,25.65,kg
2025-02-07,Gedung_N,Energy,204.44,kWh
2025-02-07,Gedung_N,Water,747.05,L
2025-02-07,Gedung_N,CO2,843.97,ppm
2025-02-07,Gedung_N,Waste,10.12,kg
2025-02-07,Gedung_O,Energy,180.99,kWh
2025-02-07,Gedung_O,Water,813.64,L
2025-02-07,Gedung_O,CO2,615.51,ppm
2025-02-07,Gedung_O,Waste,6.7,kg
2025-02-07,Gedung_P,Energy,240.22,kWh
2025-02-07,Gedung_P,Water,365.0,L
2025-02-07,Gedung_P,CO2,839.36,ppm
2025-02-07,Gedung_P,Waste,13.64,kg
2025-02-07,Gedung_Q,Energy,97.21,kWh
2025-02-07,Gedung_Q,Water,405.55,L
2025-02-07,Gedung_Q,CO2,454.49,ppm
2025-02-07,Gedung_Q,Waste,43.35,kg
2025-02-07,Gedung_R,Energy,202.75,kWh
2025-02-07,Gedung_R,Water,929.97,L
2025-02-07,Gedung_R,CO2,495.9,ppm
2025-02-07,Gedung_R,Waste,20.48,kg
2025-02-07,Gedung_S,Energy,120.38,kWh
2025-02-07,Gedung_S,Water,249.64,L
2025-02-07,Gedung_S,CO2,664.47,ppm
2025-02-07,Gedung_S,Waste,51.19,kg
2025-02-07,Gedung_T,Energy,106.11,kWh
2025-02-07,Gedung_T,Water,560.83,L
2025-02-07,Gedung_T,CO2,585.18,ppm
2025-02-07,Gedung_T,Waste,21.2,kg
2025-02-08,Gedung_A,Energy,192.54,kWh
2025-02-08,Gedung_A,Water,800.22,L
2025-02-08,Gedung_A,CO2,459.82,ppm
2025-02-08,Gedung_A,Waste,6.42,kg
2025-02-08,Gedung_B,Energy,109.04,kWh
2025-02-08,Gedung_B,Water,491.81,L
